entry_id,headword,morph_type,pronunciation,variant_of,these_vars,note,sense,date,bibliography,other_sources
its_99625113-8523-406c-8fae-c6121a0adc82,its,stem,iɟ,"{'0333597e-bcd2-4496-a061-30b0c534634b': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
ebʹooh_9993bde4-2888-40e6-b27e-800fa235ee59,ebʹooh,stem,ebo̰:h,"{'98417052-1b46-4bec-8fe4-035586275105': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
ji tsyym suun_99af168e-828f-4a70-a764-469f0957ad9d,ji tsyym suun,phrase,jiʔ tʃ'ɨ:bm ʃu:dn,{},,,['92afd846-b8a6-46a9-9bb3-2bdc197010c9'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
taah_99b0a266-dc6e-4a1b-8497-c387452a1e64,taah,stem,ta:h,"{'000ae3b8-8b94-4104-a444-cd9775352e8c': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,{},,2018-03-08T07:17:52Z,SIL Dict 2011,
jewa_9c0cf6aa-efa5-4b29-8d85-d6352dab56a2,jewa,stem,jeʔˈwaʔ,{},,{},['10bef4c5-594e-483b-87a7-dfbe9a7b3d95'],2018-07-09T13:47:11Z,Fieldnotes Epps/Obert; 2018,
kasẽẽt_9ccc8900-65aa-408d-a918-f8282939f9b9,kasẽẽt,stem,kaˈʃẽ:t˺,{},,{},['de8a5987-7c8e-4ab1-a9fa-afd1d4df7948'],2018-03-08T07:17:53Z,Fieldnotes Epps/Obert; 2018,
masoo_9ce33e0d-aa4c-444b-921e-bcdca4f98778,masoo,stem,maˈʃo:ʔ,{},,{},['24056053-8f89-4c76-a5ae-c457f3c22db0'],2018-07-10T13:14:20Z,Fieldnotes Epps/Obert; 2018,
ee t’aah paah_9d0d4be9-51f3-4cda-8783-9f2d038d68c1,ee t’aah paah,phrase,ʔe:ʔ taʔah pa:h,{},,{'Note': '[pai-filho-PASS; 2 irmões gemeos]'},['1c9fe5f0-3be0-4d20-8342-30828a0d37c7'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
hehoots_9d94fe0a-9859-4994-a991-bc666f320016,hehoots,stem,heho:ɟ,"{'b63b5337-2f97-4c38-a4cc-335c7d99ee77': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
ä̃nh_9d9c4409-ab43-42d2-9381-3d54485636ca,ä̃nh,stem,ʔʌ̃ɲ,{},"{'ʔʌ̃ɲ_747ec3c6-e1ec-454b-a23b-043d66e7611b': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",,['6a6e4936-71ba-4ebc-8204-0a68661a9b3b'],2019-01-14T03:46:56Z,Fieldnotes Epps/Obert; 2018,{'Martins': 'ʔʌ̃ɲ'}
sadʹẽẽd_9dc3227d-b38f-49b5-84fc-3b90e543fce0,sadʹẽẽd,stem,ʃadḛ̃:d,"{'0e072346-4ea1-43ff-96ed-c4aefa2fcccf': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
hapäh_9e969d72-f8b2-48ba-83ac-3472669f4a98,hapäh,stem,haˈpʌh,{},,{},"['87c6f66a-3872-4977-bada-eb6b026a7266', '47d31671-ecf0-47b4-a4d0-be26e05167f3', 'd9d59f38-a96d-465b-a528-6b512bf0bd61']",2018-03-08T07:17:53Z,Fieldnotes Epps/Obert; 2018,
esʹëëb_9f29486e-c14a-498d-b807-a3b7daaa0252,esʹëëb,stem,eʃə̰:b,"{'18d91980-ef6d-425a-b7ca-30734e93614f': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
syyj_9f339257-1bc7-4ea1-897f-ad0099dbb709,syyj,stem,ʃɨ:j,{},,{},['8dba5f05-3bc0-435d-9dd5-dde7ea11c2e6'],2018-07-05T14:12:40Z,Fieldnotes Epps/Obert; 2018,
warahen2_9f60eea4-12af-4bff-b76f-4b605295b5a8,warahen,stem,waɾahedn,{},,,['93072db2-e472-4aee-9742-93b4062cfe38'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
patsä_a001213b-da2d-4a32-9275-f46be961428a,patsä,stem,paɟʌ,"{'960aad04-742e-41a6-a845-681f676d1253': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
jëë_a0520e71-1c6b-440a-bfb4-073d8767e810,jëë,stem,jə:,{},"{'jɤːʔ_2d1daa55-a783-476e-a7fa-47d1ef2527ac': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{},['b487a001-f2e9-4175-8ca9-4720edda4966'],2018-03-08T07:17:53Z,Fieldnotes Epps/Obert; 2018,{'Martins': 'jɤːʔ'}
karajã_a0ac890e-cb19-4271-ade3-82776860f9a6,karajã,stem,kaɾajã,"{'4ff5f1a6-3c81-4f93-bbe9-59ee9ec8b72a': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
etẽẽng_a0db919e-cf78-4b10-a7cc-cca6acba0bd0,etẽẽng,stem,etɛ̃:ŋ,"{'etʹẽẽh_4197a191-56a9-4b31-a19b-7db11ecd7571': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-22T17:29:32Z,SIL Dict 2011,
sigõõh_a0ff43b0-a745-4f28-a13b-b693eab760a5,sigõõh,stem,ʃiˈk’ɔ̃:h,{},,{},['7322fb76-b62e-4454-8e73-57a5c701cce0'],2018-07-08T17:08:13Z,Fieldnotes Epps/Obert; 2018,
tsabud_a11cacd5-6a89-4610-a116-102feb4799f7,tsabud,stem,,{},"{'ɟabud_c59dda44-a224-4265-8c63-5a694be26e01': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{},['93baf37f-6deb-47a4-b509-4d183d5e9024'],2018-07-27T22:43:21Z,Fielnotes Epps/Obert; 2018,{'Martins': 'ɟabud'}
kajamaah_a1977c14-2ca4-4b0e-b40a-5f0653e2e6c0,kajamaah,stem,kajabmã:h,{},,,['89db112b-23a7-480c-bd7d-4e4666902cac'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
badahẽẽw_a1a81754-9a42-4da6-9176-c2483bce5756,badahẽẽw,stem,badahɛ̃:w,"{'1a89d6df-9a35-44eb-b804-30561c345001': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
ahỹỹd_a2061f1b-ce83-48f5-8762-78c35e84e54a,ahỹỹd,stem,ahɨ̃:d,"{'f05b96d8-0301-4197-a9db-640ec80f477a': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
awʹẽẽn_a22c479e-38d0-468c-b169-fd203006e2ce,awʹẽẽn,stem,awḛ̃:n,"{'2cdcf756-2f7e-43bd-9bb9-a85978065686': {'type': '_component-lexeme', 'variant-type': 'Habitual'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
patuk ỹỹ_a22ec753-2a35-49b2-b385-7c338a490e70,patuk ỹỹ,phrase,patuk ɨ̃:,"{'3575cb14-4aff-468a-b74d-b936a17cca8a': {'type': '_component-lexeme', 'variant-type': '1S Possessivo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
saramah?_a2519fe9-0a2c-4903-bc8e-dfcd093afe4e,saramah?,stem,ʃaɾabmãh,{},,,['79383229-00b4-4a3d-9e07-12b9c9180b6c'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
nag’aad_a2653c1c-526b-4da1-aaeb-c2f393797942,nag’aad,stem,nãʔk’aʔad˺,{},"{'naga̰ːd_00bdbea3-65ff-4c88-bb09-064fdb77ec72': {'type': '_component-lexeme', 'variant-type': 'Barbosa'}}",{},['44a8503d-b792-47fe-9d9f-64d99e2033c5'],2018-07-10T23:44:24Z,Fieldnotes Epps/Obert; 2018,{'Barbosa': 'naga̰ːd'}
ganapog_a26b08ff-079c-493f-b809-9f9d8b7d9474,ganapog,stem,k’anaˈpog˺,{},,{},['5988c52b-c4a7-40a0-878d-df06c0a3a6f1'],2018-07-07T20:55:06Z,Fieldnotes Epps/Obert; 2018,
ajäm_a28f3a39-1a03-4329-9382-9bab24145953,ajäm,stem,ʔaʔjʌbm,{},,{},['1eb1e4d9-e6bc-4cd0-95df-bda85e527332'],2018-03-08T07:17:53Z,Fieldnotes Epps/Obert; 2018,
eduug_a29d5713-9f30-4d79-81a8-adc977ac1a6f,eduug,stem,edu:g,"{'b986d563-6ca9-49bc-8bcc-867155a5b0e9': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
jawii_a2ec988a-b045-49a0-8f4c-f240b2ebbe7d,jawii,stem,jaʔˈwi:ʔ,{},,{},['25e8d112-6ab9-4a75-ad19-cf3922cb1bea'],2018-03-22T21:33:43Z,Fieldnotes Epps/Obert; 2018,
ahy_a30f5324-3ce8-466a-bc10-6c3b80ae6656,ahy,stem,ahɨ,"{'edaa2fe3-4960-4bab-925d-b9cc58a4932a': {'type': '_component-lexeme', 'variant-type': 'Causativo não indicativo'}}",,{},,2018-03-08T07:17:52Z,SIL Dict 2011,
ji wii_a32a18a4-6f7b-485f-970d-b32459229373,ji wii,phrase,jiʔˈwi:ʔ,"{'ji_5c846915-d6fc-437b-8c7d-67cffc4f1362': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Unspecified Complex Form'}}",,{},['05113311-c10a-487a-9113-cc9a011fe458'],2018-07-06T20:27:47Z,Fieldnotes Epps/Obert; 2018,
dén_a34486b3-8510-4e08-b3a3-222244121a73,dén,stem,dɛdn,{},"{'dɛn_d2b3947a-62a9-499f-a2db-b953e9ae2cd0': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",,['85079af8-aff3-4871-a735-d2c5e92c2349'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,{'Martins': 'dɛn'}
etʹyy_a39997f8-1af1-4566-b7a9-c7b7b33e8687,etʹyy,stem,etɨ̰:,"{'9eb8fb8f-3e49-45aa-a76c-8512171d60e7': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,{},,2018-03-08T07:17:52Z,SIL Dict 2011,
sarin_a3e45e2f-99e7-44d1-a279-20f03a1e0d70,sarin,stem,,{},,{},['a4f007b6-bc8f-466e-85ae-cd7fb76c8f9f'],2018-07-27T22:58:35Z,Fieldotes Epps/Obert; 2018,
ebaan_a4743021-4fb5-4c67-a96c-b605a21e6d44,ebaan,stem,ʔe ˈbã:n,{},,{},['a7ca0748-82d5-4f99-8f89-0fef61c7c8ae'],2018-07-08T18:17:57Z,Fieldnotes Epps/Obert; 2018,
ahyyh2_a4db2ba4-29b1-42d6-ba71-d03347f7bf88,ahyyh,stem,ahɨ:h,"{'1d403bbc-6626-434c-977a-29615f25b110': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
hʹyy gadajang_a5194e98-c0fc-42dd-83b2-c4d9365b077e,hʹyy gadajang,phrase,hɨ̰: gadajaŋ,"{'null': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}, 'null_1': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}","{'hʹyy gadajah_4ae5f5e5-3408-4e14-8d13-cbfa3f84c827': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}, 'hʹyy gadaja_d963132e-822f-4bbd-a36a-54d8c61f0326': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",{},['664dc772-03cd-4987-bcfd-992dd5c23347'],2018-03-22T16:09:01Z,SIL Dict 2011,
amaaj_a5a8c5a4-ff77-48be-a14c-a8dd2d196e96,amaaj,stem,,{},,{},['084dc0d5-4123-441b-8f4f-fc8204e76ba5'],2018-07-27T22:49:52Z,Fieldnotes Epps/Obert; 2018,
awas_a6203a13-3843-4ad1-87a4-8df273641d0a,awas,stem,ʔawaʃ,{},,,['56b8a4f3-9b5e-4bd6-be92-4fd601ead5cc'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
takod2_a630902b-b26a-4906-870e-2c4c62b001b1,takod,stem,takod̚,{},,,['211f702c-327a-4edb-ad92-3b10980b1502'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
abaa_a63cbbfd-f8a0-4c22-91de-25701e663018,abaa,stem,aba:,"{'fd034ead-ae35-414c-aad2-4b9e0f677a10': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
asëëk_a66ea5e8-0c6b-4415-bf0f-ed7c04faaca2,asëëk,stem,ʔaˈʃǝ:k˺,{},,{},['1681b58c-d028-4b6c-af21-833f4abef2ce'],2018-03-08T07:17:53Z,SIL 2011; Fieldnotes Epps/Obert; 2018,
eëëk_a6772535-05f5-4859-8007-ff6a89c86664,eëëk,stem,ʔeʔˈǝ:k,{},,{'Note': 'problem: ʔeʔˈǝ:k or ʔeʔˈɨ:k'},['b6b2eacc-3cd5-4627-aa03-efc2d1cb0ae0'],2018-03-08T07:17:53Z,SIL 2011; Fieldnotes Epps/Obert; 2018,
mabaah2_a7203acf-034b-4299-9e1a-f9382783d0ae,mabaah,stem,mãba:h,{},,,['3061e908-7a43-4898-81e5-474186975516'],2019-01-14T03:46:56Z,Fieldnotes Epps/Obert; 2018,
japũũn_a77d9223-0041-4bcf-b223-2f5b7ba7a1dc,japũũn,stem,japũ:n,{},,,['61eb6c89-62e9-4d43-9631-a60b3b75416f'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
hajʹẽẽm_a7baa953-5476-4b76-817d-c30cd4ab3735,hajʹẽẽm,stem,hajḛ̃:m,"{'390ec086-40fc-48fd-a775-fa235d5583eb': {'type': '_component-lexeme', 'variant-type': 'Habitual'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
edaa_a88660fb-0dda-4512-a162-a5b314f0bd68,edaa,stem,eda:,"{'1325af38-6628-4e3b-b295-f029ab7dd4f1': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
kããn s’ëëb_a88957b3-2fb8-4636-9c28-fc547cc51306,kããn s’ëëb,phrase,kã:n ʃəʔəb̚,{},,{'Note': 'lit. cana feito'},['f035b45c-778c-47e1-b960-a5c5268c0195'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
nu mam’ets_a8c51389-ad02-44b3-918d-af90e6e438ba,nu mam’ets,phrase,nũ mãˈmeɉ,{},,{},['7671c5b4-a8ba-4cf5-9aa7-c6954fd27aeb'],2018-07-07T17:39:42Z,Fieldnotes Epps/Obert; 2018,
ehõ1_a8fa89b0-15ca-4fdd-ac22-2cbe425fae9d,ehõ,stem,ehõ,"{'89b3b010-5833-4aa0-86cb-ff2294313459': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
ajʹëëm_a98bd84d-6f62-4ef1-810c-16bea0535dee,ajʹëëm,stem,ajə̰:m,"{'1eb1e4d9-e6bc-4cd0-95df-bda85e527332': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
d&apos;uuj_aa238362-6f1a-4a52-a41b-27843f79a688,d'uuj,root,dṵ:j,{},,{},['9e1223a6-228a-4d4d-ba2f-25ef8804f6d7'],2018-09-04T00:53:17Z,Fieldnotes Epps/Obert; 2018,
ewʹoop_aa484e52-5ec5-4386-8ced-13080fe509af,ewʹoop,stem,ʔeˈwoʔop˺,{},"{'awoob_d3d5776a-9436-4663-adca-234b779ecc89': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",{},['30b6b00e-35b7-4f21-b03c-a7e38c3e76cd'],2018-03-08T07:17:53Z,Fieldnotes Epps/Obert; 2018,
tyyg_aa58bcaf-dbda-4802-ad73-a4a3d2881445,tyyg,stem,tɨ:g,{},,{'Note': 'problem:  tɨ:g or tǝ:g?'},['6183cf2d-10a2-4e00-b5c6-5be7784feb1c'],2018-07-06T19:20:21Z,Fieldnotes Epps/Obert; 2018,
wëë_aa8555ee-bca6-4074-a9cd-061cb1c06ff5,wëë,stem,,{},,{},['7ddabbf3-62e0-4d27-8810-382c9d945a3d'],2018-03-08T07:17:53Z,Fieldnotes Epps/Obert; 2018,
ooj_abc3063b-7d75-430c-9300-005e926c6475,ooj,stem,[ʔo:j],{},,{},['14811108-3b59-4c9c-8e11-d81a6507a241'],2018-07-06T18:21:37Z,Fieldnotes Epps/Obert; 2018,
ajóh_abefaf32-c075-4340-95bc-412ed3c9b5bc,ajóh,stem,ajɔh,"{'9b2e3474-7e9b-4165-9907-91fefd1ce14e': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:52Z,SIL Dict 2011,
asëg_ac8f4d84-5780-4b14-8da3-43c75e21035c,asëg,stem,aʃəg,"{'eb187c04-7756-44a9-86b1-418b964a01dd': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:52Z,SIL Dict 2011,
erii_acd22ffd-8fe5-4349-baeb-04dca25ccb2c,erii,stem,eɾi:,"{'c04f78de-1738-43f9-9aba-fb3f4335aef5': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
ỹ_acdb0c0b-2c0f-454f-91d1-eea4498bebf7,ỹ,stem,ɨ̃,"{'100f0c7d-1293-4388-92a5-114850f3136e': {'type': '_component-lexeme', 'variant-type': 'Unspecified Variant'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
wajats2_ad8e1685-a540-42c7-a1a6-345f1d62a409,wajats,stem,wajaɟ̚,{},"{'wajats1_3fb72e42-5cf7-4b2d-b65a-71b38ccc0086': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}, 'wajaɟ_c1817866-514a-499b-9b91-4dc9f2c9ccb8': {'type': '_component-lexeme', 'variant-type': 'Barbosa', 'summary': 'peixe-boi'}}",,['a6d7ec4c-04af-4d85-8640-ec123d877ace'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,"{'Sil Dict 2011': 'wajats', 'Barbosa': 'wajaɟ'}"
awëh_ad9e6c80-0862-401d-9958-6bba1d783910,awëh,stem,ʔaˈwǝh,{},"{'aw&apos;ëë_17f873bb-0102-4908-bf53-10dcf9a80e4c': {'type': '_component-lexeme', 'variant-type': 'Plural'}, 'awëë_5f29ef42-d977-431b-b92e-22c38ee3a8cc': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}, 'awëëh2_8393e2f2-37ff-47c8-a761-cb942a7e9830': {'type': '_component-lexeme', 'variant-type': 'Plural'}, 'awëëh1_bae5902d-b878-446f-9bd5-90947c8ab976': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",{},['c0c1298f-d950-4c9f-9feb-acf2ce7bfe06'],2018-03-08T07:17:53Z,SIL 2011; Fieldnotes Epps/Obert; 2018,
erʹiih_ae31ae98-7acb-45bd-aa66-ec86365b6ebc,erʹiih,stem,eɾḭ:h,"{'c04f78de-1738-43f9-9aba-fb3f4335aef5': {'type': '_component-lexeme', 'variant-type': 'Habitual'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
ji tsyym sahõnh hẽ_aeffdfca-557a-4b2e-84d8-63802e1f73f5,ji tsyym sahõnh hẽ,phrase,ji tʃ’ɨ:bm ʃaˈhɔ̃ɲ ˈhẽʔ,{},,{},['96393d18-7f80-4a9e-998b-120f63260717'],2018-07-27T19:50:00Z,Fieldnotes Epps/Obert; 2018,
kamara_af85b9e0-1a4c-4e8f-8374-b9591d91f1fc,kamara,stem,kabmãɾaʔ,{},,,['78f7de6c-c116-4da4-8294-89b1ce719807'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
adëb_af8db4b9-6dae-4999-9503-d81a5bfa101e,adëb,stem,ʔadǝb˺,{},,{},['967dd8eb-840d-4ec3-bbf1-79adc3a6e411'],2018-07-05T13:34:42Z,Fieldnotes Epps/Obert 2018,
j’ããr_afb2c658-3980-4715-a1ca-bed049b872a9,j’ããr,stem,jaˈʔaɾǝ,{},"{'jã̰ːɾ_84285bfb-a147-47a4-a0d0-30818be5a223': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{},['4f6cd69b-ecc3-4e16-af60-cd4750c24c9d'],2018-07-27T23:01:42Z,Fieldnotes Epps/Obert; 2018,{'Martins': 'jã̰ːɾ'}
gód2_afb44df8-075a-40c9-8eed-b4be294caa89,gód,stem,k'ɔd̚,{},"{'gód1_c8bf4c45-4267-46ab-b762-3812481e1fef': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",,['d8de3930-0be6-4e83-86c4-a5e307ff61ca'],2019-01-14T03:46:56Z,Fieldnotes Epps/Obert; 2018,{'Sil Dict 2011': 'gód'}
tsapap_b158b9b9-46e9-4298-9779-2b01c1e2d72a,tsapap,stem,tsapap,{},,{},['a057e6a2-cb4c-4fae-9b17-509164eb73b8'],2018-07-05T13:51:44Z,Fieldnotes Epps/Obert; 2018,
hyb n’aa newëë_b19ae730-3f6e-42da-b0b5-1354d9e044d1,hyb n’aa newëë,phrase,hɨb˺ naʔaʔ neʔˈwǝ:ʔ,{},,{},['85ac41ac-e911-4d6d-8c0d-c3e7cd8fde16'],2018-07-10T23:20:27Z,Fieldnotes Epps/Obert; 2018,
tëëg_b227568f-8dc2-4857-96ad-54678f3975b5,tëëg,stem,tə:g,"{'wéén tëëg_c58137ca-5fbf-4bf7-9557-d9503bd26be0': {'type': '_component-lexeme', 'is-primary': 'true', 'complex-form-type': 'Unspecified Complex Form'}}",{},{},['198a656a-bddb-463f-8901-a04cb3d349e6'],2018-03-08T07:17:53Z,SIL Dict 2011,
hajõõ_b23141fb-d829-45df-8736-bc21544328dc,hajõõ,stem,hajõ:,"{'10d8bbd5-d198-4c97-b005-818bfb21938e': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
makaw_b24906ef-a2ca-4269-ba43-42bf64eb4f27,makaw,stem,mãkaw,{},,,['dbfa060e-6355-4b31-bfc6-7fcc4b3756ef'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
hetsyyd doo_b252c124-b4cc-4123-ba55-830489440869,hetsyyd doo,phrase,heʔtʃɨ:d̚ do:ʔ,{},,,['fddffcd4-f85d-4c97-b3c1-281d165b93db'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
riw_b2627ce9-6b29-4b7f-9e0a-a1e5246074b6,riw,stem,ɾiw,{},,,['c50cf63e-585e-4081-9ac5-717e89ee7779'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
ub_b2935fa1-6836-45aa-91fb-4b6f277f70dc,ub,stem,ub,"{'c332dfe8-c85d-496a-856c-e14ed05ee193': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
ji me heet péh_b35586b7-4165-4c55-9d36-7b810719c0c1,ji me heet péh,phrase,ji meʔ ˈhe:t˺ ˈpɛh,{},,{},['d3f3789f-497c-46fc-851e-869de94cdfee'],2018-07-27T19:45:33Z,Fieldnotes Epps/Obert; 2018,
abong_b38517f0-46a2-413f-8d38-3a185a63b3c6,abong,stem,aboŋ,"{'55535f72-0df3-46a6-afb5-b7548ad7a287': {'type': '_component-lexeme', 'variant-type': 'Plural'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
gatỹỹj_b41f45cc-ee2a-4d27-b5c8-acb1f83c2c6a,gatỹỹj,stem,k’aˈtɨ̃:j,{},,{},['bf9894a8-4dfa-47e2-b97c-2b2528d5ee96'],2018-07-27T23:06:57Z,Fieldnotes Epps/Obert; 2018,
agä2_b43dfe1e-4d9c-44c4-966b-7cdca5ef5b85,agä,stem,ʔaˈk’ʌʔ,{},"{'agä1_9e97d488-8f8e-490b-89a8-290893ddccc7': {'type': '_component-lexeme', 'variant-type': 'SIL Dict 2011'}}",{},['f04d8c55-09b0-4744-8bbe-2e1ef6eb471f'],2018-07-10T15:40:55Z,Fieldnotes Epps/Obert; 2018,{'Sil Dict 2011': 'agä'}
 =kóm1_b4ef6f78-08bb-4d23-9cba-f68a176930c7, =kóm,stem,kɔbm,{},,{},['9e4aac3d-a335-44e5-b2e2-e7e8d10a8df6'],2018-03-23T16:07:18Z,Fieldnotes Epps/Obert; 2018,
gehõk_b5552c55-9b4f-4af3-b075-530fed54518b,gehõk,stem,k’eˈhɔ̃k˺,{},,{},['a110f895-5003-4337-b4a3-202471d74c63'],2018-07-09T23:56:28Z,Fieldnotes Epps/Obert; 2018,
ejẽng_b646a9ff-5753-4793-9bd3-f980e9de5400,ejẽng,stem,ejɛ̃ŋ,"{'c09b6f87-1617-4190-ac03-1c5c32b1e87f': {'type': '_component-lexeme', 'variant-type': 'Não indicativo'}}",,{},,2018-03-08T07:17:53Z,SIL Dict 2011,
kawerii_b720f0b6-f708-4a0a-9112-7536ef9695e3,kawerii,stem,kaweʔˈri:ʔ,{},,{},['a992b1f6-69ca-4e05-9c81-8247409eebf5'],2018-07-15T20:31:32Z,Fieldnotes Epps/Obert; 2018,
hebyy n&apos;aa_b784dbc3-8ec8-4e7d-b277-d853f6f2ecaa,hebyy n'aa,phrase,hebɨ:ʔ,{},,,['024c6853-a275-49fd-906c-b4885db73a46'],2019-01-14T03:46:56Z,Fieldnotes Epps/Obert; 2018,
j’aa_b7a0d5d6-dde2-42b6-ab7b-0d0db44ad378,j’aa,stem,jaʔaʔz,{},"{'ja̰ːʔ_6b9116ec-f02f-4b64-8159-8be45e5e7321': {'type': '_component-lexeme', 'variant-type': 'Martins'}}",{},['cf6cb77b-8759-4417-846f-f4615aa01031'],2018-07-15T20:36:41Z,Fieldnotes Epps/Obert; 2018,{'Martins': 'ja̰ːʔ'}
mapah1_b822e839-8c6d-40df-b269-0a5a65773509,mapah,stem,mãpah,{},,,['484bdda3-653a-4e80-8dfc-8daaa88d5f4c'],2019-01-14T03:46:55Z,Fieldnotes Epps/Obert; 2018,
b’aa tooh_b825287d-3aa4-4dc9-9011-07bab380e384,b’aa tooh,phrase,baʔa to:h,"{'null': {'type': '_component-lexeme', 'complex-form-type': 'Unspecified Complex Form'}}",,{},['488e94db-592f-45b7-9f26-4992cabe0416'],2018-07-07T18:31:45Z,Fieldnotes Epps/Obert; 2018 ,
hehud_b82a47dc-46f1-456c-8ef2-a60b69edde18,hehud,stem,heʔˈhud˺,{},,{},['9894851c-dd8d-47d6-854a-48143a4dd300'],2018-07-15T20:42:03Z,Fieldnotes Epps/Obert; 2018,
ehãm_b8594aa4-2eff-46d6-be59-412a2bc8c629,ehãm,stem,ʔeˈhãm,{},,{},['524de672-cfcd-498f-ad8a-ff63f63e40a6'],2018-03-08T07:17:53Z,SIL 2011; Fieldnotes Epps/Obert; 2018,
s’ỹỹw_b90d8855-d8de-43c3-a4b2-c876c27d497c,s’ỹỹw,stem,ʃɨ̃ʔɨ̃w,{},,{},['5a40707f-ff6a-4c4b-9e2e-d72bcb4c9a68'],2018-07-15T20:32:40Z,Fieldnotes Epps/Obert; 2018,
